"ocid","id","initiationType","buyer_id","buyer_name","language","date","tag"
"ocds-5wno2w-SIE-DD24D02-001-2023-19749","SIE-DD24D02-001-2023-19749-2023-02-24T10:52:21.619Z","tender","EC-RUC-0968522070001-19749","DIRECCION DISTRITAL 24D02-LA LIBERTAD-SALINAS-SALUD","es","2023-02-23T00:00:00-05:00","[""planning""]"
"ocds-5wno2w-CE-20230002327557-115907","CE-20230002327557-115907-2023-02-25T04:10:05.605Z","tender","EC-RUC-0660822530001","GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE LLAGOS","es","2023-02-01T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-SIE-DDS16D01-01-2023-44928","SIE-DDS16D01-01-2023-44928-2023-02-24T10:52:21.417Z","tender","EC-RUC-1660003780001-44928","DIRECCION DISTRITAL 16D01 - PASTAZA - MERA - SANTA CLARA - SALUD","es","2023-02-23T00:00:00-05:00","[""planning""]"
"ocds-5wno2w-SIE-DDS18D04-01-2023-2733","SIE-DDS18D04-01-2023-2733-2023-02-24T10:52:21.968Z","tender","EC-RUC-1865000590001-2733","DIRECCION DISTRITAL 18D04-PATATE-SANPEDRO DE PELILEO-SALUD","es","2023-02-23T00:00:00-05:00","[""planning""]"
"ocds-5wno2w-SIE-DDS18D04-02-2023-2733","SIE-DDS18D04-02-2023-2733-2023-02-24T10:52:21.942Z","tender","EC-RUC-1865000590001-2733","DIRECCION DISTRITAL 18D04-PATATE-SANPEDRO DE PELILEO-SALUD","es","2023-02-23T00:00:00-05:00","[""planning""]"
"ocds-5wno2w-SIE-EDU22D01-01-2023-537767","SIE-EDU22D01-01-2023-537767-2023-02-24T10:52:22.002Z","tender","EC-RUC-2260014760001-537767","DIRECCION DISTRITAL 22DO1 JOYA DE LOS SACHAS - EDUCACION","es","2023-02-23T00:00:00-05:00","[""planning""]"
"ocds-5wno2w-CE-20230002327558-115907","CE-20230002327558-115907-2023-02-25T04:10:05.618Z","tender","EC-RUC-0660822530001","GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE LLAGOS","es","2023-02-01T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-SIE-ELEPCO-002-2023-32043","SIE-ELEPCO-002-2023-32043-2023-02-24T10:52:22.195Z","tender","EC-RUC-0590042110001-32043","EMPRESA ELECTRICA PROVINCIAL COTOPAXI S.A.","es","2023-02-23T00:00:00-05:00","[""planning""]"
"ocds-5wno2w-SIE-EMAPALEP-01-2023-271329","SIE-EMAPALEP-01-2023-271329-2023-02-24T10:52:22.050Z","tender","EC-RUC-0360027190001-271329","EMPRESA PUBLICA MUNICIPAL DE AGUA POTABLE, ALCANTARILLADO Y SANEAMIENTO AMBIENTAL DEL CANTON AZOGUES","es","2023-02-23T00:00:00-05:00","[""planning""]"
"ocds-5wno2w-SIE-EMASEO-003-2023-276265","SIE-EMASEO-003-2023-276265-2023-02-24T10:52:22.009Z","tender","EC-RUC-1768155310001-276265","EMPRESA PUBLICA METROPOLITANA DE ASEO","es","2023-02-23T00:00:00-05:00","[""planning""]"
"ocds-5wno2w-SIE-EMGIRS-001-2023-325307","SIE-EMGIRS-001-2023-325307-2023-02-24T10:52:21.691Z","tender","EC-RUC-1768158410001-325307","Empresa Pública Metropolitana de Gestión Integral de Residuos Sólidos","es","2023-02-23T00:00:00-05:00","[""planning""]"
"ocds-5wno2w-SIE-FMMNC-007-2023-836661","SIE-FMMNC-007-2023-836661-2023-02-24T10:52:21.826Z","tender","EC-RUC-0190408485001-836661","FUNDACION MUNICIPAL DE LA MUJER Y EL NIÑO DE CUENCA","es","2023-02-23T00:00:00-05:00","[""planning""]"
"ocds-5wno2w-SIE-FUN-002-2023-1080028","SIE-FUN-002-2023-1080028-2023-02-24T10:52:11.756Z-compiled","tender","EC-RUC-0992326654001-1080028","Fundacion Sin Barreras","es","2023-02-24T05:52:29-05:00","[""planning"",""tender""]"
"ocds-5wno2w-SIE-GADC-18172-2023-2616","SIE-GADC-18172-2023-2616-2023-02-24T10:52:21.949Z","tender","EC-RUC-0160000270001-2616","GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON CUENCA","es","2023-02-23T00:00:00-05:00","[""planning""]"
"ocds-5wno2w-SIE-GADMANTA-03-23-2668","SIE-GADMANTA-03-23-2668-2023-02-24T10:52:21.782Z","tender","EC-RUC-1360000980001-2668","GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON MANTA","es","2023-02-23T00:00:00-05:00","[""planning""]"
"ocds-5wno2w-SIE-GADMCEE-001-2023-40764","SIE-GADMCEE-001-2023-40764-2023-02-24T10:52:21.987Z","tender","EC-RUC-0968519280001-40764","Municipio del Cantón El Empalme","es","2023-02-23T00:00:00-05:00","[""planning""]"
"ocds-5wno2w-SIE-GADMCEL-004-2023-2792","SIE-GADMCEL-004-2023-2792-2023-02-24T10:52:21.841Z","tender","EC-RUC-1160000590001-2792","GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON CELICA","es","2023-02-23T00:00:00-05:00","[""planning""]"
"ocds-5wno2w-CE-20230002320974-100302","CE-20230002320974-100302-2023-02-25T04:01:37.589Z","tender","EC-RUC-1768128260001","GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL PACTO","es","2023-01-11T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-CE-20230002320983-100302","CE-20230002320983-100302-2023-02-25T04:01:38.327Z","tender","EC-RUC-1768128260001","GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL PACTO","es","2023-01-11T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-SIE-GADMCN-001-2023-48779","SIE-GADMCN-001-2023-48779-2023-02-24T10:52:21.776Z","tender","EC-RUC-0960006180001-48779","Gobierno Autónomo del Cantón Nobol","es","2023-02-23T00:00:00-05:00","[""planning""]"
"ocds-5wno2w-SIE-GADMD-002-2023-82809","SIE-GADMD-002-2023-82809-2023-02-24T10:52:22.016Z","tender","EC-RUC-0360001120001-82809","GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON DELEG","es","2023-02-23T00:00:00-05:00","[""planning""]"
"ocds-5wno2w-SIE-GADMLA-006-2023-91040","SIE-GADMLA-006-2023-91040-2023-02-24T10:52:21.367Z","tender","EC-RUC-1560000510001-91040","GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE LAGO AGRIO","es","2023-02-23T00:00:00-05:00","[""planning""]"
"ocds-5wno2w-SIE-GADMM-001-2023-21655","SIE-GADMM-001-2023-21655-2023-02-24T10:52:21.996Z","tender","EC-RUC-0460000640001-21655","GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE MONTUFAR","es","2023-02-23T00:00:00-05:00","[""planning""]"
"ocds-5wno2w-CE-20230002320984-100302","CE-20230002320984-100302-2023-02-25T04:01:38.349Z","tender","EC-RUC-1768128260001","GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL PACTO","es","2023-01-11T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-CE-20230002320985-100302","CE-20230002320985-100302-2023-02-25T04:01:38.368Z","tender","EC-RUC-1768128260001","GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL PACTO","es","2023-01-11T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-SIE-GADMP-2023-03-45119","SIE-GADMP-2023-03-45119-2023-02-24T10:52:21.863Z","tender","EC-RUC-0560000460001-45119","Municipio del Canton Pangua","es","2023-02-23T00:00:00-05:00","[""planning""]"
"ocds-5wno2w-SIE-GADMSPH-02-2023-121064","SIE-GADMSPH-02-2023-121064-2023-02-24T10:52:22.041Z","tender","EC-RUC-0460001020001-121064","GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL SAN PEDRO DE HUACA","es","2023-02-23T00:00:00-05:00","[""planning""]"
"ocds-5wno2w-SIE-GADMTZ-2023-001-73164","SIE-GADMTZ-2023-001-73164-2023-02-24T10:52:22.177Z","tender","EC-RUC-1460021290001-73164","GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE TIWINTZA","es","2023-02-23T00:00:00-05:00","[""planning""]"
"ocds-5wno2w-SIE-GADMUR-003-2023-2485","SIE-GADMUR-003-2023-2485-2023-02-24T10:52:21.604Z","tender","EC-RUC-1760003920001-2485","GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON RUMIÑAHUI GADMUR","es","2023-02-23T00:00:00-05:00","[""planning""]"
"ocds-5wno2w-SIE-GADPRHS-2023-001-452243","SIE-GADPRHS-2023-001-452243-2023-02-24T10:52:21.854Z","tender","EC-RUC-1560514540001-452243","GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE HATUN SUMAKU","es","2023-02-23T00:00:00-05:00","[""planning""]"
"ocds-5wno2w-SIE-GADPSDT-02-2023-20900","SIE-GADPSDT-02-2023-20900-2023-02-24T10:52:21.720Z","tender","EC-RUC-1768139620001-20900","GOBIERNO AUTONOMO DESCENTRALIZADO PROVINCIAL DE SANTO DOMINGO DE LOS TSACHILAS","es","2023-02-23T00:00:00-05:00","[""planning""]"
"ocds-5wno2w-SIE-GADPSMT-001-2023-139924","SIE-GADPSMT-001-2023-139924-2023-02-24T10:52:22.034Z","tender","EC-RUC-1768114040001-139924","GOBIERNO AUTONOMO DESENTRALIZADO PARROQUIAL SANTA MARIA DEL TOACHI","es","2023-02-23T00:00:00-05:00","[""planning""]"
"ocds-5wno2w-SIE-GMCM-003-2023-2689","SIE-GMCM-003-2023-2689-2023-02-24T10:52:21.685Z","tender","EC-RUC-1460000290001-2689","MUNICIPIO DE MORONA","es","2023-02-23T00:00:00-05:00","[""planning""]"
"ocds-5wno2w-SIE-GPA-002-2023-30745","SIE-GPA-002-2023-30745-2023-02-24T10:52:22.160Z","tender","EC-RUC-0160000190001-30745","Gobierno Provincial del Azuay","es","2023-02-23T00:00:00-05:00","[""planning""]"
"ocds-5wno2w-CE-20230002320987-100302","CE-20230002320987-100302-2023-02-25T04:01:38.385Z","tender","EC-RUC-1768128260001","GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL PACTO","es","2023-01-11T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-CE-20230002320988-100302","CE-20230002320988-100302-2023-02-25T04:01:38.404Z","tender","EC-RUC-1768128260001","GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL PACTO","es","2023-01-11T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-SIE-GPA-005-2023-30745","SIE-GPA-005-2023-30745-2023-02-24T10:52:21.734Z","tender","EC-RUC-0160000190001-30745","Gobierno Provincial del Azuay","es","2023-02-23T00:00:00-05:00","[""planning""]"
"ocds-5wno2w-SIE-HEJE-0003-2023-91576","SIE-HEJE-0003-2023-91576-2023-02-24T10:52:21.971Z","tender","EC-RUC-1768035090001-91576","HOSPITAL PSIQUIATRICO JULIO ENDARA","es","2023-02-23T00:00:00-05:00","[""planning""]"
"ocds-5wno2w-SIE-HGA-002-2023-2764","SIE-HGA-002-2023-2764-2023-02-24T10:52:21.977Z","tender","EC-RUC-1865020860001-2764","HOSPITAL GENERAL - AMBATO","es","2023-02-23T00:00:00-05:00","[""planning""]"
"ocds-5wno2w-SIE-HGBAP-001-2023-43837","SIE-HGBAP-001-2023-43837-2023-02-24T10:52:20.693Z","tender","EC-RUC-0660800640001-43837","HOSPITAL GERIATRICO DOCTOR BOLIVAR ARGUELLO P","es","2023-02-23T00:00:00-05:00","[""planning""]"
"ocds-5wno2w-CE-20230002320989-100302","CE-20230002320989-100302-2023-02-25T04:01:38.424Z","tender","EC-RUC-1768128260001","GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL PACTO","es","2023-01-11T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-CE-20230002320990-100302","CE-20230002320990-100302-2023-02-25T04:01:38.442Z","tender","EC-RUC-1768128260001","GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL PACTO","es","2023-01-11T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-SIE-HGL-001-2023-17082","SIE-HGL-001-2023-17082-2023-02-24T10:52:22.066Z","tender","EC-RUC-0560005770001-17082","HOSPITAL GENERAL LATACUNGA","es","2023-02-23T00:00:00-05:00","[""planning""]"
"ocds-5wno2w-SIE-HGL-002-2023-17082","SIE-HGL-002-2023-17082-2023-02-24T10:52:22.120Z","tender","EC-RUC-0560005770001-17082","HOSPITAL GENERAL LATACUNGA","es","2023-02-23T00:00:00-05:00","[""planning""]"
"ocds-5wno2w-SIE-HGMS-003-2023-899249","SIE-HGMS-003-2023-899249-2023-02-24T10:52:21.698Z","tender","EC-RUC-0968607570001-899249","HOSPITAL GENERAL MONTE SINAI","es","2023-02-23T00:00:00-05:00","[""planning""]"
"ocds-5wno2w-SIE-HGMS-014-2023-899249","SIE-HGMS-014-2023-899249-2023-02-24T10:52:21.919Z","tender","EC-RUC-0968607570001-899249","HOSPITAL GENERAL MONTE SINAI","es","2023-02-23T00:00:00-05:00","[""planning""]"
"ocds-5wno2w-CE-20230002320991-100302","CE-20230002320991-100302-2023-02-25T04:01:38.455Z","tender","EC-RUC-1768128260001","GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL PACTO","es","2023-01-11T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-CE-20230002320992-100302","CE-20230002320992-100302-2023-02-25T04:01:38.475Z","tender","EC-RUC-1768128260001","GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL PACTO","es","2023-01-11T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-CE-20230002320993-100302","CE-20230002320993-100302-2023-02-25T04:01:38.489Z","tender","EC-RUC-1768128260001","GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL PACTO","es","2023-01-11T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-SIE-HGMVI-005-2023-18615","SIE-HGMVI-005-2023-18615-2023-02-24T10:52:21.151Z","tender","EC-RUC-1560500320001-18615","HOSPITAL GENERAL MARCO VINICIO IZA","es","2023-02-23T00:00:00-05:00","[""planning""]"
"ocds-5wno2w-SIE-HGMVI-007-2023-18615","SIE-HGMVI-007-2023-18615-2023-02-24T10:52:21.631Z","tender","EC-RUC-1560500320001-18615","HOSPITAL GENERAL MARCO VINICIO IZA","es","2023-02-23T00:00:00-05:00","[""planning""]"
"ocds-5wno2w-SIE-HGNDC-0006-2023-2703","SIE-HGNDC-0006-2023-2703-2023-02-24T10:52:21.929Z","tender","EC-RUC-1360008290001-2703","HOSPITAL GENERAL DR. NAPOLEON DÁVILA CÓRDOVA","es","2023-02-23T00:00:00-05:00","[""planning""]"
"ocds-5wno2w-SIE-HHCC-001-2023-8380","SIE-HHCC-001-2023-8380-2023-02-24T10:52:06.977Z-compiled","tender","EC-RUC-0360007320001-8380","HOSPITAL HOMERO CASTANIER CRESPO","es","2023-02-24T05:52:30-05:00","[""planning"",""tender""]"
"ocds-5wno2w-SIE-HHCC-010-2023-8380","SIE-HHCC-010-2023-8380-2023-02-24T10:52:21.898Z","tender","EC-RUC-0360007320001-8380","HOSPITAL HOMERO CASTANIER CRESPO","es","2023-02-23T00:00:00-05:00","[""planning""]"
"ocds-5wno2w-CE-20230002320994-100302","CE-20230002320994-100302-2023-02-25T04:01:38.509Z","tender","EC-RUC-1768128260001","GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL PACTO","es","2023-01-11T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-CE-20230002320995-100302","CE-20230002320995-100302-2023-02-25T04:01:38.526Z","tender","EC-RUC-1768128260001","GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL PACTO","es","2023-01-11T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-SIE-HMHP-007-2023.-11080","SIE-HMHP-007-2023.-11080-2023-02-24T10:52:22.224Z","tender","EC-RUC-0968504920001-11080","HOSPITAL MATILDE HIDALGO DE PROCEL","es","2023-02-23T00:00:00-05:00","[""planning""]"
"ocds-5wno2w-SIE-HOALO-005-2023-141697","SIE-HOALO-005-2023-141697-2023-02-24T10:52:21.890Z","tender","EC-RUC-0760005140001-141697","HOSPITAL OBSTETRICO ""ANGELA LOAYZA DE OLLAGUE""","es","2023-02-23T00:00:00-05:00","[""planning""]"
"ocds-5wno2w-SIE-HPDA-020-2023-2728","SIE-HPDA-020-2023-2728-2023-02-24T10:52:21.714Z","tender","EC-RUC-1865000750001-2728","HOSPITAL DOCENTE DE AMBATO","es","2023-02-23T00:00:00-05:00","[""planning""]"
"ocds-5wno2w-SIE-HPDA-022-2023-2728","SIE-HPDA-022-2023-2728-2023-02-24T10:52:21.747Z","tender","EC-RUC-1865000750001-2728","HOSPITAL DOCENTE DE AMBATO","es","2023-02-23T00:00:00-05:00","[""planning""]"
"ocds-5wno2w-CE-20230002320996-100302","CE-20230002320996-100302-2023-02-25T04:01:38.548Z","tender","EC-RUC-1768128260001","GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL PACTO","es","2023-01-11T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-CE-20230002321014-100302","CE-20230002321014-100302-2023-02-25T04:01:41.566Z","tender","EC-RUC-1768128260001","GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL PACTO","es","2023-01-11T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-SIE-HRZ-2023-001-10269","SIE-HRZ-2023-001-10269-2023-02-24T10:52:22.279Z","tender","EC-RUC-1360006830001-10269","HOSPITAL RODRIGUEZ ZAMBRANO MANTA","es","2023-02-23T00:00:00-05:00","[""planning""]"
"ocds-5wno2w-SIE-HSCJ-001-2023-68807","SIE-HSCJ-001-2023-68807-2023-02-24T10:52:21.955Z","tender","EC-RUC-1260005370001-68807","HOSPITAL SAGRADO CORAZON DE JESUS","es","2023-02-23T00:00:00-05:00","[""planning""]"
"ocds-5wno2w-SIE-HSLO-001-2023-2580","SIE-HSLO-001-2023-2580-2023-02-24T10:52:21.904Z","tender","EC-RUC-1060003790001-2580","HOSPITAL SAN LUIS DE OTAVALO","es","2023-02-23T00:00:00-05:00","[""planning""]"
"ocds-5wno2w-SIE-IESSMANTA-003-23-74622","SIE-IESSMANTA-003-23-74622-2023-02-24T10:52:21.647Z","tender","EC-RUC-1360051890001-74622","HOSPITAL GENERAL MANTA","es","2023-02-23T00:00:00-05:00","[""planning""]"
"ocds-5wno2w-SIE-MDMQ-SIS-02-2023-41357","SIE-MDMQ-SIS-02-2023-41357-2023-02-24T10:52:21.413Z","tender","EC-RUC-1760003410001-41357","GOBIERNO AUTONOMO DESCENTRALIZADO DEL DISTRITO METROPOLITANO DE QUITO","es","2023-02-23T00:00:00-05:00","[""planning""]"
"ocds-5wno2w-CE-20230002321015-100302","CE-20230002321015-100302-2023-02-25T04:01:41.582Z","tender","EC-RUC-1768128260001","GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL PACTO","es","2023-01-11T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-CE-20230002321016-100302","CE-20230002321016-100302-2023-02-25T04:01:41.598Z","tender","EC-RUC-1768128260001","GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL PACTO","es","2023-01-11T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-SIE-MDMQ-SN-004-2023-41357","SIE-MDMQ-SN-004-2023-41357-2023-02-24T10:52:21.290Z","tender","EC-RUC-1760003410001-41357","GOBIERNO AUTONOMO DESCENTRALIZADO DEL DISTRITO METROPOLITANO DE QUITO","es","2023-02-23T00:00:00-05:00","[""planning""]"
"ocds-5wno2w-SIE-RE-09D19-02-2023-18608","SIE-RE-09D19-02-2023-18608-2023-02-24T10:52:21.794Z","tender","EC-RUC-0968504760001-18608","DIRECCION DISTRITAL 09D19 - DAULE - NOBOL - SANTA LUCIA - SALUD","es","2023-02-23T00:00:00-05:00","[""planning""]"
"ocds-5wno2w-SIE-RE-12D03-01-2023-560052","SIE-RE-12D03-01-2023-560052-2023-02-24T10:52:22.111Z","tender","EC-RUC-1260048260001-560052","DIRECCION DISTRITAL 12D03 QUEVEDO - MOCACHE SALUD","es","2023-02-23T00:00:00-05:00","[""planning""]"
"ocds-5wno2w-SIE-RE-HDC-004-2023-2804","SIE-RE-HDC-004-2023-2804-2023-02-24T10:52:22.127Z","tender","EC-RUC-1768113230001-2804","CENTRO CLINICO QUIRURGICO AMBULATORIO HOSPITAL DEL DIA COTOCOLLAO","es","2023-02-23T00:00:00-05:00","[""planning""]"
"ocds-5wno2w-SIE-NDSM-001-2023-185868","SIE-NDSM-001-2023-185868-2023-03-02T10:42:42.910Z-compiled","tender","EC-RUC-1791818881001-185868","NUCLEO DE SOLCA MACH","es","2023-03-02T05:44:01-05:00","[""planning"",""tender"",""award""]"
"ocds-5wno2w-SIE-RE-HDGDZ-05-2023-62010","SIE-RE-HDGDZ-05-2023-62010-2023-02-24T10:52:21.641Z","tender","EC-RUC-1768034870001-62010","HOSPITAL DR. GUSTAVO DOMINGUEZ Z.","es","2023-02-23T00:00:00-05:00","[""planning""]"
"ocds-5wno2w-SIE-RE-HDGDZ-06-2023-62010","SIE-RE-HDGDZ-06-2023-62010-2023-02-24T10:52:21.673Z","tender","EC-RUC-1768034870001-62010","HOSPITAL DR. GUSTAVO DOMINGUEZ Z.","es","2023-02-23T00:00:00-05:00","[""planning""]"
"ocds-5wno2w-SIE-RE-HEJCA-F-11-23-87497","SIE-RE-HEJCA-F-11-23-87497-2023-02-24T10:52:22.022Z","tender","EC-RUC-0160017400001-87497","HOSPITAL DE ESPECIALIDADES JOSÉ CARRASCO ARTEAGA","es","2023-02-23T00:00:00-05:00","[""planning""]"
"ocds-5wno2w-SIE-RE-HEJCA-F-19-23-87497","SIE-RE-HEJCA-F-19-23-87497-2023-02-24T10:52:22.072Z","tender","EC-RUC-0160017400001-87497","HOSPITAL DE ESPECIALIDADES JOSÉ CARRASCO ARTEAGA","es","2023-02-23T00:00:00-05:00","[""planning""]"
"ocds-5wno2w-SIE-RE-HEJCA-F-21-23-87497","SIE-RE-HEJCA-F-21-23-87497-2023-02-24T10:52:03.844Z-compiled","tender","EC-RUC-0160017400001-87497","HOSPITAL DE ESPECIALIDADES JOSÉ CARRASCO ARTEAGA","es","2023-02-24T05:52:31-05:00","[""planning"",""tender""]"
"ocds-5wno2w-CE-20230002321017-100302","CE-20230002321017-100302-2023-02-25T04:01:41.615Z","tender","EC-RUC-1768128260001","GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL PACTO","es","2023-01-11T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-CE-20230002321018-100302","CE-20230002321018-100302-2023-02-25T04:01:41.640Z","tender","EC-RUC-1768128260001","GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL PACTO","es","2023-01-11T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-SIE-RE-HEP-011-2023-889479","SIE-RE-HEP-011-2023-889479-2023-02-24T10:52:22.151Z","tender","EC-RUC-1360086920001-889479","HOSPITAL DE ESPECIALIDADES PORTOVIEJO","es","2023-02-23T00:00:00-05:00","[""planning""]"
"ocds-5wno2w-SIE-RE-HFIB-003-2023-29399","SIE-RE-HFIB-003-2023-29399-2023-02-24T10:52:21.770Z","tender","EC-RUC-0968503790001-29399","HOSPITAL DEL NIÑO FY","es","2023-02-23T00:00:00-05:00","[""planning""]"
"ocds-5wno2w-SIE-RE-HGM-010-2023-57617","SIE-RE-HGM-010-2023-57617-2023-02-24T10:52:22.284Z","tender","EC-RUC-0968560320001-57617","HOSPITAL GENERAL - MILAGRO","es","2023-02-23T00:00:00-05:00","[""planning""]"
"ocds-5wno2w-SIE-RE-HGM-012-2023-57617","SIE-RE-HGM-012-2023-57617-2023-02-24T10:52:22.145Z","tender","EC-RUC-0968560320001-57617","HOSPITAL GENERAL - MILAGRO","es","2023-02-23T00:00:00-05:00","[""planning""]"
"ocds-5wno2w-CE-20230002321019-100302","CE-20230002321019-100302-2023-02-25T04:01:41.660Z","tender","EC-RUC-1768128260001","GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL PACTO","es","2023-01-11T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-CE-20230002321020-100302","CE-20230002321020-100302-2023-02-25T04:01:41.679Z","tender","EC-RUC-1768128260001","GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL PACTO","es","2023-01-11T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-SIE-RE-HGNGC-002-23-818925","SIE-RE-HGNGC-002-23-818925-2023-02-24T10:52:22.211Z","tender","EC-RUC-0968606840001-818925","HOSPITAL GENERAL DEL NORTE DE GUAYAQUIL LOS CEIBOS","es","2023-02-23T00:00:00-05:00","[""planning""]"
"ocds-5wno2w-SIE-RE-HGONA-003-23-730708","SIE-RE-HGONA-003-23-730708-2023-02-24T10:52:21.922Z","tender","EC-RUC-1768182120001-730708","HOSPITAL GÍNECO OBSTÉTRICO PEDIÁTRICO DE NUEVA AURORA LUZ ELENA ARISMENDI","es","2023-02-23T00:00:00-05:00","[""planning""]"
"ocds-5wno2w-SIE-RE-HGONA-004-23-730708","SIE-RE-HGONA-004-23-730708-2023-02-24T10:52:22.123Z","tender","EC-RUC-1768182120001-730708","HOSPITAL GÍNECO OBSTÉTRICO PEDIÁTRICO DE NUEVA AURORA LUZ ELENA ARISMENDI","es","2023-02-23T00:00:00-05:00","[""planning""]"
"ocds-5wno2w-SIE-RE-HGONA-005-23-730708","SIE-RE-HGONA-005-23-730708-2023-02-24T10:52:22.087Z","tender","EC-RUC-1768182120001-730708","HOSPITAL GÍNECO OBSTÉTRICO PEDIÁTRICO DE NUEVA AURORA LUZ ELENA ARISMENDI","es","2023-02-23T00:00:00-05:00","[""planning""]"
"ocds-5wno2w-CE-20230002321021-100302","CE-20230002321021-100302-2023-02-25T04:01:41.700Z","tender","EC-RUC-1768128260001","GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL PACTO","es","2023-01-11T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-CE-20230002321022-100302","CE-20230002321022-100302-2023-02-25T04:01:41.724Z","tender","EC-RUC-1768128260001","GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL PACTO","es","2023-01-11T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-SIE-RE-HGQ-005-2023-782624","SIE-RE-HGQ-005-2023-782624-2023-02-24T10:52:22.169Z","tender","EC-RUC-1260049310001-782624","HOSPITAL GENERAL QUEVEDO","es","2023-02-23T00:00:00-05:00","[""planning""]"
"ocds-5wno2w-SIE-RE-HGQ-006-2023-782624","SIE-RE-HGQ-006-2023-782624-2023-02-24T10:52:22.221Z","tender","EC-RUC-1260049310001-782624","HOSPITAL GENERAL QUEVEDO","es","2023-02-23T00:00:00-05:00","[""planning""]"
"ocds-5wno2w-SIE-SBEP-001-2023-414618","SIE-SBEP-001-2023-414618-2023-02-24T10:52:21.612Z","tender","EC-RUC-1768164810001-414618","SANTA BARBARA EP","es","2023-02-23T00:00:00-05:00","[""planning""]"
