"ocid","id","rationale","budget_id","budget_description","budget_amount","budget_currency"
"ocds-5wno2w-MCO-GADPCH-2023-01-98228","MCO-GADPCH-2023-01-98228-2023-02-28T10:46:30.123Z","CONSTRUCCIÓN DE CABEZALES Y COLOCACIÓN DE ALCANTARILLA METÁLICA DOBLE D=1.2 m EN EL CONTROL DE LA RESERVA ECOLÓGICA LOS ILINIZAS BARRIO LLANO LARGO, PARROQUIA EL CHAUPI, CANTÓN MEJÍA","750105","","20702.20","USD"
"ocds-5wno2w-MCO-GADPCH-2023-02-98228","MCO-GADPCH-2023-02-98228-2023-02-28T10:46:30.464Z","MANTENIMIENTO DE ALCANTARILLA METÁLICA Y CONSTRUCCIÓN DE CABEZALES DE HORMIGÓN ARMADO EN LA CALLE DEL BARRIO CHAMPAMBA ZUMBA, PARROQUIA EL CHAUPI, CANTÓN MEJÍA, PROVINCIA DE PICHINCHA","750105","","15864.30","USD"
"ocds-5wno2w-MCO-GADPRB-2023-001-119867","MCO-GADPRB-2023-001-119867-2023-02-28T10:46:31.662Z","CONSTRUCCIÓN DE CUBIERTA EN CAMINERÍAS DE LA ESCUELA CAUPOLICÁN MARÍN DE LA PARROQUIA BELLAVISTA","7.5.01.07.07","","61700.00","USD"
"ocds-5wno2w-MCO-GADPRC-2023-001-117518","MCO-GADPRC-2023-001-117518-2023-02-28T10:46:30.061Z","“CONSTRUCCION DE ADOQUINADO EN LAS CALLES 1 Y 2 DEL BARRIO EL SOCORRO CENTRAL Y CONSTRUCCION DE BORDILLLOS Y ADOQUINADO EN CALLE 1 DEL BARRIO SAN CLEMENTE CENTRAL, PARROQUIA CUBIJIES, CANTÓN RIOBAMBA, PROVINCIA DE CHIMBORAZO”","75.01.05","","29054.27","USD"
"ocds-5wno2w-MCO-GADPRFAT-03-2023-105441","MCO-GADPRFAT-03-2023-105441-2023-02-28T10:46:30.563Z","“MANTENIMIENTO DE LA INFRAESTRUCTURA CIVIL, ELÉCTRICA E HIDRÁULICA DEL DIQUE DE LA PARROQUIA FÁTIMA, CANTÓN Y PROVINCIA DE PASTAZA”.","750599","","174825.10","USD"
"ocds-5wno2w-MCO-GADPRGF-002-2023-139335","MCO-GADPRGF-002-2023-139335-2023-02-28T10:46:31.772Z","APERTURA DE 1.46 KM DEL CAMINO VECINAL DEL RECINTO LA MILAGREÑA HACIA EL RECINTO 21 DE SEPTIEMBRE DE LA PARROQUIA GENERAL FARFÁN PROVINCIA DE SUCUMBÍOS","750105","","59504.79","USD"
"ocds-5wno2w-MCO-GADPRMS-002-2023-231939","MCO-GADPRMS-002-2023-231939-2023-02-28T10:45:45.465Z-compiled","Repotenciacion de las instalaciones del Coliseo Jose Vaca Marin ubicado en la cabecera parroquial de Mariscal Sucre , canton Milagro , provincia del Guayas","750104","","60000.00","USD"
"ocds-5wno2w-MCO-GADPRSSC-01-2023-435099","MCO-GADPRSSC-01-2023-435099-2023-02-28T10:46:31.703Z","CONSTRUCCIÓN DE GRADERIOS CON CUBIERTA PARA LAS CANCHA EN LA COMUNIDAD DE PACCHA Y TORTAPALI","750107","","14000.00","USD"
"ocds-5wno2w-MCO-GADPTC-001-2023-232298","MCO-GADPTC-001-2023-232298-2023-02-28T10:46:31.451Z","ADOQUINADO DE LA CALLE JULIO ROBLES DEL BARRIO RIO GRANDE DE LA PARROQUIA TUFIÑO","75.01.07","","36996.43","USD"
"ocds-5wno2w-MCO-GADSFO-01-2023-149968","MCO-GADSFO-01-2023-149968-2023-02-28T10:46:31.070Z","CONSTRUCCIÓN DE LA CASA COMUNAL DEL BARRIO BUENOS AIRES","36175010719","","58976.37","USD"
"ocds-5wno2w-MCO-GADT-001-2023-306073","MCO-GADT-001-2023-306073-2023-02-28T10:46:31.169Z","CONSTRUCCION DE ADOQUINADO EN LAS  CALLES 10 DE AGOSTO, GASPAR Y BRAULIA  PALMA DE LA COMUNIDAD DE RICAURTE  CABECERA PARROQUIAL DE TULULBI","750107","","21282.15","USD"
"ocds-5wno2w-MCO-GAPT.-2023-003-156473","MCO-GAPT.-2023-003-156473-2023-02-28T10:46:31.898Z","FORTALECER EL SISTEMA DE AGUA DEL RECINTO BELLAVISTA","750101","","13383.72","USD"
"ocds-5wno2w-MCOGPSDB0223-102511","MCOGPSDB0223-102511-2023-02-28T10:46:31.590Z","CONSTRUCCION DE GRADERIOS EN LAS COMUNIDADES YURANK Y SAN MIGUEL","00.00.001.002 .750501.000.14.01 .99999999.001","","24307.30","USD"
"ocds-5wno2w-MCOGPSDB0323-102511","MCOGPSDB0323-102511-2023-02-28T10:46:31.481Z","CONSTRUCCION DE CONSTRUCCION DE BATERIAS SANITARIAS PARA LAS COMUNIDADES LA UNION Y SAUNTS","00.00.001.002 .750501.000.14.01 .99999999.001","","19233.33","USD"
"ocds-5wno2w-MCOGPSDB0622-102511","MCOGPSDB0622-102511-2023-02-28T10:46:31.627Z","“CONSTRUCCIÓN DE GRADERIO DE LA COMUNIDAD SAN JOSÉ DE SEVILLA RÍO MORONA”","04.01.001.006.000.99.99.99.99-75.05.01-000.001","","19927.67","USD"
"ocds-5wno2w-MCO-UTA-001-2023-3205","MCO-UTA-001-2023-3205-2023-02-28T10:46:31.474Z","ADOQUINADO VEHICULAR PARA ESTACIONAMIENTOS ZONA SUR DE LA UNIVERSIDAD TÉCNICA DE AMBATO PREDIOS HUACHI CHICO","2023.176.9999.0000.01.00.000.013.000.1801.530418.000000.003.0000.0000","","85739.73","USD"
"ocds-5wno2w-MCS-BEZ1-001-2023-722820","MCS-BEZ1-001-2023-722820-2023-02-28T10:46:29.714Z","CONTRATACIÓN DEL SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE TODO EL PARQUE AUTOMOTOR DE LA PROVINCIA DE CARCHI DE BANECUADOR B.P. ZONAL 1 IBARRA","450715090000","","19642.86","USD"
"ocds-5wno2w-MCS-BEZ1-002-2023-722820","MCS-BEZ1-002-2023-722820-2023-02-28T10:46:30.552Z","CONTRATACIÓN DEL SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE TODO EL PARQUE AUTOMOTOR DE LA PROVINCIA DE ESMERALDAS DE BANECUADOR B.P. ZONAL 1 IBARRA","450715090000","","26785.71","USD"
"ocds-5wno2w-MCS-DDEMS-001-2023-9084","MCS-DDEMS-001-2023-9084-2023-02-28T10:46:29.960Z","CONTRATACIÓN DEL SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO PARA LOS VEHÍCULOS QUE CONFORMAN EL PARQUE AUTOMOTOR PERTENECIENTE A LA DIRECCIÓN DISTRITAL 04D03 ESPEJO MIRA SALUD","2023.320.1073.0000.90.00.000.001.000.0403.530405.000000.001.0000.0000","","16465.11","USD"
"ocds-5wno2w-MCS-DNPJ-001-2023-183304","MCS-DNPJ-001-2023-183304-2023-02-28T10:46:29.133Z","CONTRATACIÓN DEL SERVICIO DE ABASTECIMIENTO DE COMBUSTIBLE PARA EL PARQUE AUTOMOTOR DE LA POLICÍA JUDICIAL TUNGURAHUA Y UNIDADES NACIONALES ESPECIALIZADAS","2023.057.0000.0000.91.00.000.001.000.1701.530255.000000.001.0000.0000","","13998.32","USD"
"ocds-5wno2w-MCS-DNPJ-002-2023-183304","MCS-DNPJ-002-2023-183304-2023-02-28T10:46:29.118Z","CONTRATACIÓN DEL SERVICIO DE ABASTECIMIENTO DE COMBUSTIBLE PARA LOS VEHÍCULOS Y MOTOCICLETAS DE LA POLICÍA JUDICIAL DE DISTRITO BABAHOYO Y UNIDADES NACIONALES ESPECIALIZADAS","2023.057.0000.0000.91.00.000.001.000.1701.530255.000000.001.0000.0000","","18993.24","USD"
"ocds-5wno2w-MCS-GADMC-002-2023-55680","MCS-GADMC-002-2023-55680-2023-02-28T10:45:44.201Z-compiled","CONTRATACIÓN DE LOS SERVICIOS PARA LA ORGANIZACIÓN, PRODUCCIÓN, DIFUSIÓN Y PUESTA EN ESCENA DE VARIAS ACTIVIDADES RELACIONADAS CON EL ARTE Y LA CULTURA, PARA LA EJECUCIÓN DEL PROYECTO: PROMOCIÓN Y DIFUSIÓN DE LA CULTURA, EL ARTE Y EL TURISMO DEL CANTÓN CASCALES, A TRAVÉS DEL “CARNAVAL CASCALEÑO 2023","7.3.02.05.01","","15000.00","USD"
"ocds-5wno2w-MCS-GADMCEE-001-2023-40764","MCS-GADMCEE-001-2023-40764-2023-02-28T10:46:31.720Z","REALIZACIÓN DE ACTIVIDADES RECREATIVAS, LÚDICAS, ARTÍSTICAS Y CULTURALES QUE PROMUEVAN LAS TRADICIONES ÉTNICAS DEL CANTÓN EL EMPALME","7.3.2.3.02.05","","10000.00","USD"
"ocds-5wno2w-MCS-GADMM-001-2023-21655","MCS-GADMM-001-2023-21655-2023-02-28T10:46:30.198Z","CONTRATACIÓN DE SERVICIOS DE PRODUCCIÓN DE EVENTOS PARA LA REALIZACIÓN DE OCHO FERIAS ARTESANALES, GASTRONÓMICAS Y TURÍSTICAS EN LA CIUDAD DE SAN GABRIEL","5.3.02.05","","20620.00","USD"
"ocds-5wno2w-RE-GADPRS-2023-001-104682","RE-GADPRS-2023-001-104682-2023-02-28T10:46:32.061Z","CONSTRUCCIÓN DE MONUMENTOS Y REPRESENTACIÓN DEL NOMBRE DE LA PARROQUIA SARDINAS ETAPA I","750104","","54928.93","USD"
"ocds-5wno2w-MCS-GADMP-01-2023-96177","MCS-GADMP-01-2023-96177-2023-02-28T10:46:29.812Z","CONTRATACIÓN DE SERVICIOS DE ALQUILER DE EXCAVADORA DE ORUGA, PARA REALIZAR TRABAJOS EN EL PARQUE ACUÁTICO DE PALLATANGA INCLUYE MATERIAL PARA RELLENO Y ENROCADO","7.3.05.04.35","","2560.00","USD"
"ocds-5wno2w-MCS-GADMSFD-002-2023-2452","MCS-GADMSFD-002-2023-2452-2023-02-28T10:46:29.882Z","CONTRATACION DE LOS SERVICIOS, PARA  EJECUTAR  JORNADAS DE FORTALECIMIENTO DE LAS EXPRESIONES CULTURALES DE LA  NACIONALIDAD  KICHWA (GUAYUSA GUARMI)","2.1.1.7.3.02.05.04","","8198.78","USD"
"ocds-5wno2w-MCS-GADPC-01-CS-116625","MCS-GADPC-01-CS-116625-2023-02-28T10:46:20.085Z-compiled","FOMENTO A LAS ACTIVIDADES CULTURALES, CÍVICAS, TURÍSTICAS Y DEPORTIVAS EN LA CONMEMORACIÓN DEL SEXAGÉSIMO SEGUNDO ANIVERSARIO DE PARROQUIALIZACIÓN DE COSANGA 2023.”","730205","","17500.00","USD"
"ocds-5wno2w-MCS-SPPAT-003-23-748894","MCS-SPPAT-003-23-748894-2023-02-28T10:46:30.324Z","SERVICIO DE EMISIÓN DE PASAJES AÉREOS NACIONALES PARA EL SERVICIO PÚBLICO PARA PAGO DE ACCIDENTES DE TRÁNSITO","2023.222.9999.0000.01.00.000.001.000.1701.530301.000000.002.0000.0000","","11964.29","USD"
"ocds-5wno2w-RE-15BAE-001-2023-54082","RE-15BAE-001-2023-54082-2023-02-28T10:46:22.338Z-compiled","CONTRATACIÓN DEL SERVICIO DE INTERNET EN LA E.O.D 1050 PARA LAS SIGUIENTES UNIDADES: 15 B.A.E. ?PAQUISHA?, G.E.O ?ECUADOR?, C.S. ?A? FM.MAS, ESIM., CAL CEE, JOPAE Y B.E 69 ?CHIMBORAZO?.","2023.070.1050.0000.56.00.014.001.000.1705.730303.000000.202.8888.8888-60700000.0000.387102","","36483.70","USD"
"ocds-5wno2w-REGES-MPORTO-01-2023-2332","REGES-MPORTO-01-2023-2332-2023-02-28T10:46:24.554Z","PRESENTACIÓN ARTÍSTICA MUSICAL ?FIESTA LATINA?, COMO PARTE DE LAS ACTIVIDADES ARTÍSTICAS CULTURALES POR LOS 488 AÑOS DE FUNDACIÓN DEL CANTÓN PORTOVIEJO","2023.24.04.C400.430.730205.000.13.01.000.0.000","","54800.00","USD"
"ocds-5wno2w-RE-APJ-EMOVEP-1-2023-315805","RE-APJ-EMOVEP-1-2023-315805-2023-02-28T10:46:32.787Z","CONTRATACIÓN DE SERVICIOS DE PATROCINIO JURÍDICO ASESOR EXTERNO DE ATAQUE RESISTENCIA","A100.04.01.00.730606.000.2","","23950.00","USD"
"ocds-5wno2w-RE-CCQAHDCH-02-23-80443","RE-CCQAHDCH-02-23-80443-2023-02-28T10:46:32.464Z","ADQUISICIÓN DE DISPOSITIVOS MÉDICOS DE IMAGEN PARA EL CENTRO CLÍNICO QUIRÚRGICO AMBULATORIO HOSPITAL DEL DIA CHIMBACALLE","530833","","28902.00","USD"
"ocds-5wno2w-RE-CEP-GADC-18159-23-2616","RE-CEP-GADC-18159-23-2616-2023-02-28T10:46:32.634Z","SERVICIO DE INTERNET Y ENLACE DE DATOS PARALASDEPENDENCIASDELGAD MUNICIPAL DE CANTON CUENCA","5.1.14.3.01.05","","653640.00","USD"
"ocds-5wno2w-RE-CEP-IESS-01-2023-39594","RE-CEP-IESS-01-2023-39594-2023-02-28T10:46:32.950Z","?CONTRATAR EL SERVICIO DE AUDITORÍA DE LA CALIDAD DE LAFACTURACIÓN DE LOS SERVICIOS DE SALUD DE ATENCIONES MÉDICASBRINDADAS POR LOS PRESTADORES EXTERNOS A LOS AFILIADOS YBENEFICIARIOS DEL IESS A NIVEL NACIONAL","52530225","","5396122.81","USD"
"ocds-5wno2w-RE-CONAGOPARE-01-23-101064","RE-CONAGOPARE-01-23-101064-2023-02-28T10:46:22.897Z","?CONTRATACIÓN DEL SERVICIO DE ACTIVIDADES ARTÍSTICAS PARA EL PRIMER ENCUENTRO DE FOMENTO PRODUCTIVO DE LA RURALIDAD.?","730248","","46000.00","USD"
"ocds-5wno2w-RE-CSCD-ANDEC-002-23-467908","RE-CSCD-ANDEC-002-23-467908-2023-02-28T10:46:32.373Z","SERVICIO DE DIFUSIÓN DE LA MARCA ANDEC MEDIANTE PAUTAJE EN MEDIO RADIAL - GRUPO CARAVANA S.A.","6112020128","","37500.00","USD"
"ocds-5wno2w-RE-CSCD-PVIAL-001-23-591671","RE-CSCD-PVIAL-001-23-591671-2023-02-28T10:46:32.616Z","SERVICIO DE PUBLICIDAD EN MEDIOS DE COMUNICACIÓN PARA LA DIFUSIÓN EN MEDIOS TELEVISIVOS DE LAS ACTIVIDADES EMPRENDIDAS POR PORTOVIAL EP","730207","","14000.00","USD"
"ocds-5wno2w-RE-DDN-2023-01R-102654","RE-DDN-2023-01R-102654-2023-02-28T10:46:31.947Z","ALQUILER DE MAQUINARIA Y VEHICULOS PESADOS PARA EJECUCIÓN DE LOS TRABAJOS CORRESPONDIENTES A LA APERTURA DE LA VÍA DE SERVICIO DEL SECTOR SAN LUIS, PROVINCIA DE NAPO","2023.520.0015.0000.56.00.631.001.000.1501.730504.000000.202.8888.8888-175200000.0000.387265","","345490.60","USD"
"ocds-5wno2w-RE-EP-EPMTMG-01-2023-432955","RE-EP-EPMTMG-01-2023-432955-2023-02-28T10:46:32.906Z","CONTRATACIÓN DEL SERVICIO DE COMUNICACIONES DE ENLACES DE DATOS E INTERNET PARA LA ATM","7.3.01.05","","1809442.04","USD"
"ocds-5wno2w-RE-GADCN-002-2023-41973","RE-GADCN-002-2023-41973-2023-02-28T10:45:46.625Z-compiled","CONTRATACIÓN DE LOS SERVICIOS DE ESPACIOS RADIALES EN FORMATO DE RADIO REVISTA, PARA TRANSMITIR LA GESTIÓN REALIZADA POR EL GAD DEL CANTÓN NANGARITZA, A TRAVÉS DEL PROGRAMA DENOMINADO ?NANGARITZA EN DESARROLLO?. PERIODO FEBRERO- ABRIL DE 2023","5.3.02.07","","900.00","USD"
"ocds-5wno2w-RE-GADCN-003-2023-41973","RE-GADCN-003-2023-41973-2023-02-28T10:45:46.643Z-compiled","CONTRATACIÓN DE LOS SERVICIOS DE ESPACIOS RADIALES EN FORMATO DERADIO REVISTA, PARA TRANSMITIR LA GESTIÓN REALIZADA POR EL GAD DELCANTÓN NANGARITZA, A TRAVÉS DEL PROGRAMA DENOMINADO ?NANGARITZAEN DESARROLLO? PERIODO FEBRERO A ABRIL DE 2023.","5.3.02.07","","900.00","USD"
"ocds-5wno2w-RE-GADMP-02-2023-96177","RE-GADMP-02-2023-96177-2023-02-28T10:46:29.063Z","CONTRATACIÓN DE SERVICIOS RADIALES CON UNA ESTACIÓN RADIAL EN FRECUENCIA MODULADA DEL CANTÓN PALLATANGA, PARA QUE SE DIFUNDAN ANUNCIOS PUBLICITARIOS Y ACTIVIDADES TRASCENDENTES DEL GOBIERNO AUTÓNOMO DESCENTRALIZADO MUNICIPAL DE PALLATANGA AÑO 2023","5.3.02.07.11","","4800.00","USD"
"ocds-5wno2w-RE-HGL-001-2023-17082","RE-HGL-001-2023-17082-2023-02-28T10:46:32.626Z","CONTRATACIÓN DEL SERVICIO DE MANTENIMIENTO PREVENTIVO DE UN ASCENSOR MONTACAMILLA MARCA: SCHINDLER INSTALADO EN EL BLOQUE A DEL HOSPITAL GENERAL LATACUNGA","2023.320.1090.0000.57.00.000.002.000.0501.530402.000000.001.0000.0000-","","1707.10","USD"
"ocds-5wno2w-RE-HTD-001-2023-48853","RE-HTD-001-2023-48853-2023-02-28T10:46:32.275Z","ADQUISICIÓN DE COMBUSTIBLE PARA LOS CALDEROS YGENERADORES ELÉCTRICOS","2023.320.1130.0000.90.00.000.004.000.0701.530255.000000.001.0000.0000-","","17335.55","USD"
"ocds-5wno2w-RE-MDMQ-SCU-001-2023-41357","RE-MDMQ-SCU-001-2023-41357-2023-02-28T10:46:32.348Z","LICENCIAS PARA PROYECCIÓN DE CONTENIDO CINEMATOGRÁFICO ALREDEDOR DE LOS 200 AÑOS DE CONSTRUCCIÓN DE LA REPÚBLICA EN EL MARCO DE LA CONMEMORACIÓN DEL BICENTENARIO - SCU","840401","","20000.00","USD"
"ocds-5wno2w-RE-MDMQ-SCU-002-2023-41357","RE-MDMQ-SCU-002-2023-41357-2023-02-28T10:46:32.654Z","LICENCIAS AUDIOVISUALES DE OBRAS CINEMATOGRÁFICAS CONTEMPORÁNEAS EN EL MARCO DE LA CONMEMORACIÓN DEL BICENTENARIO-SCU","840401","","36500.00","USD"
"ocds-5wno2w-RE-MSR-001-2023-318303","RE-MSR-001-2023-318303-2023-02-28T10:46:32.335Z","MANTENIMIENTO, SOPORTE DEL SOFTWARE, E IMPLEMENTACIÓN DEL MÓDULO DE ACTIVOS FIJOS DEL SISTEMA ADMINISTRATIVO FINANCIERO CG/WEB","530704","","7575.00","USD"
"ocds-5wno2w-RE-PU-BIESS-01-2023-278089","RE-PU-BIESS-01-2023-278089-2023-02-28T10:46:29.586Z","ACTUALIZACIÓN Y MANTENIMIENTO DEL APLICATIVO DE PREVENCIÓN DE LAVADO DE ACTIVOS INCLUYE SERVICIO LISTAS DE CONTROL ACTUALIZADAS INTERNACIONALES","520706","","16695.09","USD"
"ocds-5wno2w-RE-PU-CCQAHDS-001-23-51587","RE-PU-CCQAHDS-001-23-51587-2023-02-28T10:46:15.435Z-compiled","CONTRATACIÓN DEL SERVICIO DE MANTENIMIENTO DE LOS TRES ASCENSORES PARA EL HOSPITAL DEL DÍA SANGOLQUÍ","530402","","5846.64","USD"
"ocds-5wno2w-RE-PUF-HJCA-31-2023-87497","RE-PUF-HJCA-31-2023-87497-2023-02-28T10:46:32.537Z","ADQUISICIÓN DE USTEKINUMAB LIQUIDO PARENTERAL 45 MG/0.5MLx 1 ML CONFORME ESPECIFICACIONES TECNICAS F-31 ANEXADAS","530809","","27440.00","USD"
"ocds-5wno2w-RE-PU-HECAM-001-2023-54651","RE-PU-HECAM-001-2023-54651-2023-02-28T10:46:33.004Z","ADQUISICIÓN DE REPUESTOS Y ACCESORIOS PARA EQUIPOS DRAGER Y STORZ DEL HOSPITAL DE ESPECIALIDADES CARLOSANDRADE MARÍN","530813","","1012181.39","USD"
"ocds-5wno2w-RE-PU-HECAM-002-2023-54651","RE-PU-HECAM-002-2023-54651-2023-02-28T10:46:32.966Z","ADQUISICIÓN DEL MEDICAMENTO PEMBROLIZUMAB LIQUIDO PARENTERAL 25 MG/ ML VIAL X 4 ML PARA EL HOSPITAL DE ESPECIALIDADES CARLOS ANDRADE MARÍN","530809","","102000.00","USD"
"ocds-5wno2w-RE-PU-HVCM-001-2023-12070","RE-PU-HVCM-001-2023-12070-2023-02-28T10:46:32.218Z","ADQUISICIÓN DE EMICIZUMAB LÍQUIDO PARENTERAL 105mg/0.7ml x 1 vial y EMICIZUMAB LÍQUIDO PARENTERAL 30mg/ml x 1 vial.","2023.320.1000.0000.58.00.000.005.000.0101.530809.000000.001.0000.0000-","","166755.78","USD"
"ocds-5wno2w-RE-PU-SETEGISP4-1-23-753800","RE-PU-SETEGISP4-1-23-753800-2023-02-28T10:46:18.938Z-compiled","MANTENIMIENTO DE ASCENSORES MITSUBISHI UBICADOS EN EL CENTRO DE ATENCIÓN CIUDADANA DE PORTOVIEJO","2023.067.4000.0000.57.00.000.004.000.1301.530402.000000.002.0000.0000-","","9085.20","USD"
"ocds-5wno2w-RE-RA-GADIMC-02-2023-44718","RE-RA-GADIMC-02-2023-44718-2023-02-28T10:46:20.593Z-compiled","ADQUISICIÓN E INSTALACIÓN DE REPUESTOS PARA MAQUINARIAS KOMATSU Y HAMM DE PROPIEDAD MUNICIPAL","530813","","159590.66","USD"
"ocds-5wno2w-RE-RA-GADMC-01-2023-125531","RE-RA-GADMC-01-2023-125531-2023-02-28T10:46:31.672Z","CONTRATACIÓN DE SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO CON LA PROVISION DE REPUESTOS Y ACCESORIOS PARA EL EQUIPO CAMINERO Y VEHÍCULOS DEL GAD MUNICIPAL DE COLIMES","730813","","80000.00","USD"
"ocds-5wno2w-SIE-0001-GADPR-2023-113521","SIE-0001-GADPR-2023-113521-2023-02-28T10:46:32.434Z","ADQUISICIÓN DE EQUIPAMIENTO PARA EL CENTRO DE PROCESAMIENTO DE BALANCEADO DE LA COMUNIDAD DE CHAZOJUAN, COMUNA MATIAVÍ SALINAS, PARROQUIA SALINAS, CANTÓN GUARANDA, PROVINCIA BOLIVAR","840104","","",""
"ocds-5wno2w-RE-RA-GADMCM-01-2023-2742","RE-RA-GADMCM-01-2023-2742-2023-02-28T10:46:32.764Z","ADQUISICIÓN DE REPUESTOS, ACEITES, LUBRICANTES Y MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE VEHÍCULOS PESADOS Y MAQUINARIA HINO - LIUGONG de Propiedad del Gobierno Autónomo Descentralizado Municipal del Cantón Mejía-2023","530803-530405-530404-530813","","83482.07","USD"
"ocds-5wno2w-RE-RA-GADMCV-02-2023-94828","RE-RA-GADMCV-02-2023-94828-2023-02-28T10:46:21.788Z-compiled","SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO INCLUIDO REPUESTOS, SUMINISTROS Y ACCESORIOS PARA LAS MAQUINARIAS PESADAS DEL EQUIPO CAMINERO PROPIEDAD DEL GAD MUNICIPAL DEL CANTON VENTANAS","73.04.04.01","","124931.64","USD"
"ocds-5wno2w-RE-TC-DPE-001-202-58233","RE-TC-DPE-001-202-58233-2023-02-28T10:46:32.504Z","CONTRATACIÓN DE SERVICIO DE CORREO A NIVEL NACIONAL E INTERNACIONAL DE LA DEFENSORÍA DEL PUEBLO PARA EL PERÍODO MARZO 2023 – MARZO 2024","2023.643.0000.0000.01.00.000.001.000.1701.530106.000000.001.0000.0000-","","12756.88","USD"
"ocds-5wno2w-RE-UP-DNPJ-002-2022-183304","RE-UP-DNPJ-002-2022-183304-2023-02-28T10:46:32.579Z","CONTRATACIÓN DEL SERVICIO DE MANTENIMIENTOPREVENTIVO Y CORRECTIVO, PARA EL PARQUEAUTOMOTOR GREAT WALL, PERTENECIENTES A LA DNPJY ASIGNADOS A NIVEL NACIONAL","2023.057.0000.0000.91.00.000.001.000.1701.530404.000000.001.0000.0000-","","260755.76","USD"
"ocds-5wno2w-RSIE-EMOVIMEP-1-2023-702285","RSIE-EMOVIMEP-1-2023-702285-2023-02-28T10:46:32.917Z","CONTRATACIÓN DEL SERVICIO DE INTERNET Y ENLACES DE DATOS EN LAS DIFERENTES ÁREAS DE LA EMPRESA PUBLICA MUNICIPAL DE MOVILIDAD, TRÁNSITO Y TRANSPORTE DE MILAGRO","530105","","",""
"ocds-5wno2w-SIE-13D05S-004-2023-18771","SIE-13D05S-004-2023-18771-2023-02-28T10:46:32.266Z","ADQUISICIÓN DE MEDICAMENTOS PERTENECIENTE AL GRUPO TERAPÉUTICO M PARA ABASTECIMIENTO DE LA DIRECCIÓN DISTRITAL 13D05 EL CARMEN – SALUD PARA EL PRIMER SEMESTRE DEL 2023","","","",""
"ocds-5wno2w-SIE-13D05S-005-2023-18771","SIE-13D05S-005-2023-18771-2023-02-28T10:46:32.471Z","ADQUISICIÓN DE MEDICAMENTOS PERTENECIENTE AL GRUPO TERAPÉUTICO N (SISTEMA NERVIOSO) PARA ABASTECIMIENTO DE LA DIRECCIÓN DISTRITAL 13D05 EL CARMEN – SALUD PARA EL PRIMER SEMESTRE DEL 2023","","","",""
"ocds-5wno2w-SIE-13D05S-006-2023-18771","SIE-13D05S-006-2023-18771-2023-02-28T10:46:32.524Z","ADQUISICIÓN DE MEDICAMENTOS PERTENECIENTE AL GRUPO TERAPÉUTICO B PARA ABASTECIMIENTO DE LA DIRECCIÓN DISTRITAL 13D05 EL CARMEN - SALUD","","","",""
"ocds-5wno2w-SIE-17D03-002-2023-49178","SIE-17D03-002-2023-49178-2023-02-28T10:46:32.828Z","CONTRATACIÓN DEL SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE EQUIPOS INFORMÁTICOS DE LOS ESTABLECIMIENTOS DE SALUD DE LA DIRECCIÓN DISTRITAL 17D03-SALUD","2023.320.1438.0000.90.00.000.001.000.1701.530704.000000.001.0000.0000","","",""
"ocds-5wno2w-SIE-GADMIS-006-2023-24339","SIE-GADMIS-006-2023-24339-2023-02-28T10:46:10.032Z-compiled","ADQUISICIÓN DE MATERIAL DE CONSTRUCCIÓN Y TUBERÍAS PARA LA CONSTRUCCIÓN DE LOS SISTEMAS DE ALCANTARILLADO SANITARIO DEL BARRIO CAÑARO, PARROQUIA URDANETA DEL CANTÓN SARAGURO","7.3.312.3.08.11","","",""
"ocds-5wno2w-SIE-17D03-003-2023-49178","SIE-17D03-003-2023-49178-2023-02-28T10:46:32.854Z","ADQUISICIÓN DE SUMINISTROS DE IMPRESIÓN DE LA DIRECCIÓN DISTRITAL 1703-SALUD","2023.320.1438.0000.90.00.000.001.000.1701.530807.000000.001.0000.0000","","",""
"ocds-5wno2w-SIE-17D03-004-2023-49178","SIE-17D03-004-2023-49178-2023-02-28T10:46:32.068Z","CONTRATACIÓN DEL SERVICIO DE MONITOREO  E INSTALACIÓN DEL  SISTEMA DE  ALARMA PARA LAS  UNIDADES OPERATIVAS PERTENECIENTES A LA DIRECCION DISTRITAL 17D03","2023.320.1438.0000.90.00.000.001.000.1701.530208.000000.001.0000.0000","","",""
"ocds-5wno2w-SIE-17D03-005-2023-49178","SIE-17D03-005-2023-49178-2023-02-28T10:46:32.075Z","CONTRATACION DEL SERVICIO PRIORIZADO DEL MANTENIMIENTO PREVENTIVO Y CORRECTIVO PARA LOS VEHICULOS ADMINISTRATIVOS DEL PARQUE AUTOMOTOR DEL DISTRITO 17D03","2023.320.1438.0000.90.00.000.001.000.1701.530405.000000.001.0000.0000","","",""
"ocds-5wno2w-SIE-AEP-001-2023-318345","SIE-AEP-001-2023-318345-2023-02-28T10:46:32.831Z","Adquisición de Equipos de Protección Personal para el personal de la Empresa ASFALTAR EP, 2023","","","",""
